|__SUBDIVISION,|__YEAR,|__ANNUAL,|__JF,|__MAM,|__JJAS,|__OND
Andaman & Nicobar Islands,2007,2748.0,6.5,429.6,1793.1,518.9
Andaman & Nicobar Islands,2008,3374.8,77.6,877.3,1783.1,636.8
Andaman & Nicobar Islands,2009,2538.6,30.8,493.7,1627.1,386.9
Andaman & Nicobar Islands,2010,3157.1,109.8,332.2,1797.8,917.3
Andaman & Nicobar Islands,2011,3828.0,350.7,710.7,2165.0,601.6
Andaman & Nicobar Islands,2012,3497.6,165.6,620.5,2014.0,697.5
Andaman & Nicobar Islands,2013,3757.8,104.7,598.6,2152.1,902.4
Andaman & Nicobar Islands,2014,2622.4,50.5,249.1,1618.7,704.2
Andaman & Nicobar Islands,2015,2904.6,134.4,473.2,1678.6,618.4
Andaman & Nicobar Islands,2016,2851.9,87.8,198.9,1562.6,1002.6
Andaman & Nicobar Islands,2017,2890.0,234.2,417.1,1526.0,712.6
Arunachal Pradesh,2007,3020.7,110.8,590.9,2185.1,133.9
Arunachal Pradesh,2008,2244.4,116.4,499.9,1508.7,119.4
Arunachal Pradesh,2009,1749.9,110.8,394.7,1111.8,132.7
Arunachal Pradesh,2010,2855.7,13.9,1017.5,1653.6,170.9
Arunachal Pradesh,2011,2193.7,91.4,634.9,1384.2,83.3
Arunachal Pradesh,2012,3440.3,93.6,724.9,2325.6,296.3
Arunachal Pradesh,2013,2042.9,59.0,626.0,1165.9,192.0
Arunachal Pradesh,2014,2403.2,120.9,466.0,1750.8,65.4
Arunachal Pradesh,2015,2767.5,78.3,623.5,1936.9,128.8
Arunachal Pradesh,2016,2706.9,102.6,740.4,1678.2,185.7
Arunachal Pradesh,2017,2745.3,94.4,827.0,1583.5,240.3
Assam & Meghalaya,2007,2752.8,75.2,486.1,1975.1,216.4
Assam & Meghalaya,2008,2339.7,44.2,474.4,1683.9,137.2
Assam & Meghalaya,2009,2068.2,19.5,426.2,1473.5,149.0
Assam & Meghalaya,2010,2711.5,3.7,882.3,1690.2,135.3
Assam & Meghalaya,2011,1743.4,22.5,439.4,1236.0,45.6
Assam & Meghalaya,2012,2609.4,22.1,493.7,1874.8,218.8
Assam & Meghalaya,2013,1816.4,10.7,503.5,1172.9,129.3
Assam & Meghalaya,2014,2206.1,30.3,431.9,1705.5,38.5
Assam & Meghalaya,2015,2470.9,28.9,620.9,1729.3,91.8
Assam & Meghalaya,2016,2266.9,34.8,726.0,1323.9,182.1
Assam & Meghalaya,2017,2711.7,39.5,695.9,1742.7,233.5
Naga Mani Mizo Tripura,2007,2538.2,62.6,525.8,1676.6,273.2
Naga Mani Mizo Tripura,2008,1748.9,44.4,305.3,1243.0,156.1
Naga Mani Mizo Tripura,2009,1737.7,3.2,330.1,1219.9,184.5
Naga Mani Mizo Tripura,2010,2295.2,8.9,541.4,1482.0,262.9
Naga Mani Mizo Tripura,2011,1892.1,16.1,467.4,1313.4,95.2
Naga Mani Mizo Tripura,2012,1922.9,34.7,427.3,1267.6,193.3
Naga Mani Mizo Tripura,2013,1557.2,5.9,428.9,995.2,127.1
Naga Mani Mizo Tripura,2014,1599.9,22.2,267.5,1237.2,73.0
Naga Mani Mizo Tripura,2015,1922.4,28.7,473.4,1287.7,132.6
Naga Mani Mizo Tripura,2016,1956.4,42.0,478.7,1229.0,206.7
Naga Mani Mizo Tripura,2017,2805.4,12.7,599.7,1829.8,363.3
Sub Himalayan West Bengal & Sikkim,2007,2638.9,84.2,421.7,2042.5,90.3
Sub Himalayan West Bengal & Sikkim,2008,2689.9,55.3,393.0,2117.3,124.3
Sub Himalayan West Bengal & Sikkim,2009,2324.6,46.3,478.9,1549.6,249.8
Sub Himalayan West Bengal & Sikkim,2010,2612.3,25.2,590.0,1920.8,76.3
Sub Himalayan West Bengal & Sikkim,2011,2418.7,28.4,453.9,1858.6,77.7
Sub Himalayan West Bengal & Sikkim,2012,2632.2,29.2,407.7,2056.0,139.3
Sub Himalayan West Bengal & Sikkim,2013,2406.1,26.7,443.4,1717.6,218.5
Sub Himalayan West Bengal & Sikkim,2014,2322.6,26.9,394.2,1862.6,38.9
Sub Himalayan West Bengal & Sikkim,2015,2518.6,30.7,518.5,1883.0,86.4
Sub Himalayan West Bengal & Sikkim,2016,2624.8,27.9,434.0,2007.1,155.8
Sub Himalayan West Bengal & Sikkim,2017,2684.9,8.1,458.2,2047.3,171.3
Gangetic West Bengal,2007,1941.4,60.1,176.7,1624.2,80.4
Gangetic West Bengal,2008,1555.2,61.8,148.8,1272.3,72.4
Gangetic West Bengal,2009,1315.0,3.8,249.5,974.6,87.1
Gangetic West Bengal,2010,1064.8,10.5,151.3,770.7,132.2
Gangetic West Bengal,2011,1686.5,5.2,248.1,1393.6,39.6
Gangetic West Bengal,2012,1268.0,56.0,106.3,969.9,135.8
Gangetic West Bengal,2013,1764.1,12.5,246.3,1152.0,353.3
Gangetic West Bengal,2014,1261.4,43.1,146.2,1014.4,57.7
Gangetic West Bengal,2015,1530.3,18.4,165.6,1304.9,41.3
Gangetic West Bengal,2016,1427.0,47.8,132.4,1157.8,89.0
Gangetic West Bengal,2017,1568.6,1.4,167.3,1138.9,261.1
Orissa,2007,1633.8,33.2,91.8,1428.4,80.4
Orissa,2008,1538.9,37.9,83.1,1393.2,24.8
Orissa,2009,1330.3,2.4,72.0,1122.7,133.2
Orissa,2010,1291.9,9.9,106.4,969.9,205.7
Orissa,2011,1346.2,19.8,138.7,1167.0,20.7
Orissa,2012,1405.9,54.4,57.0,1153.3,141.3
Orissa,2013,1632.4,11.2,113.4,1115.6,392.2
Orissa,2014,1536.9,17.7,148.7,1255.7,114.8
Orissa,2015,1210.1,18.4,110.7,1034.5,46.5
Orissa,2016,1253.5,18.9,98.7,1031.5,104.4
Orissa,2017,1344.5,1.7,93.8,1053.1,195.9
Jharkhand,2007,1437.3,50.1,105.8,1234.1,47.2
Jharkhand,2008,1325.3,22.9,59.7,1207.7,35.0
Jharkhand,2009,996.1,2.6,80.8,826.1,86.6
Jharkhand,2010,697.1,2.5,36.4,578.4,79.8
Jharkhand,2011,1374.7,5.8,86.8,1258.7,23.4
Jharkhand,2012,1065.0,45.0,17.7,908.3,94.0
Jharkhand,2013,1253.6,19.0,109.0,844.5,281.1
Jharkhand,2014,1156.6,57.4,123.1,930.1,46.1
Jharkhand,2015,1081.8,14.8,102.6,938.8,25.6
Jharkhand,2016,1264.0,20.2,91.3,1107.0,45.6
Jharkhand,2017,1165.8,5.2,66.6,988.2,105.9
Bihar,2007,1600.2,34.3,140.2,1369.4,56.2
Bihar,2008,1197.7,30.0,62.6,1083.5,21.6
Bihar,2009,889.3,0.7,102.5,707.7,78.4
Bihar,2010,629.2,1.3,51.1,536.2,40.7
Bihar,2011,1097.1,11.8,107.6,964.8,12.9
Bihar,2012,1032.4,20.9,46.5,924.4,40.6
Bihar,2013,1069.9,27.7,122.4,722.2,197.5
Bihar,2014,1061.0,50.5,112.9,848.6,49.0
Bihar,2015,872.7,14.6,105.5,742.3,10.4
Bihar,2016,1158.0,9.9,93.5,993.9,60.8
Bihar,2017,1112.0,0.7,124.3,936.8,50.2
East Uttar Pradesh,2007,741.2,46.7,57.2,621.6,15.7
East Uttar Pradesh,2008,953.4,5.5,19.3,917.6,10.9
East Uttar Pradesh,2009,610.2,1.1,24.2,496.0,88.9
East Uttar Pradesh,2010,692.2,12.2,14.7,645.2,20.1
East Uttar Pradesh,2011,781.2,3.7,36.7,740.2,0.6
East Uttar Pradesh,2012,602.7,21.5,6.4,573.1,1.8
East Uttar Pradesh,2013,1041.4,65.8,12.6,864.0,99.0
East Uttar Pradesh,2014,701.2,73.3,27.7,517.1,83.1
East Uttar Pradesh,2015,603.3,34.1,80.0,472.0,17.2
East Uttar Pradesh,2016,871.7,6.6,48.8,790.3,25.9
East Uttar Pradesh,2017,695.0,9.8,32.2,650.0,3.0
West Uttar Pradesh,2007,572.5,67.3,49.3,452.7,3.2
West Uttar Pradesh,2008,799.8,1.2,28.8,760.7,9.1
West Uttar Pradesh,2009,549.2,5.2,22.7,445.3,76.0
West Uttar Pradesh,2010,820.7,16.8,10.0,772.3,21.6
West Uttar Pradesh,2011,777.4,12.5,36.3,725.9,2.7
West Uttar Pradesh,2012,389.6,14.5,6.4,366.0,2.7
West Uttar Pradesh,2013,932.8,89.9,7.2,763.8,71.8
West Uttar Pradesh,2014,486.9,77.7,39.0,339.4,30.8
West Uttar Pradesh,2015,582.7,38.8,95.9,436.1,11.9
West Uttar Pradesh,2016,692.8,4.0,39.2,640.1,9.6
West Uttar Pradesh,2017,585.2,23.1,23.4,536.5,2.2
Uttarakhand,2007,1924.3,140.6,243.0,1491.2,49.6
Uttarakhand,2008,1363.7,67.3,178.4,1082.3,35.7
Uttarakhand,2009,847.8,29.4,114.8,608.7,94.9
Uttarakhand,2010,1424.0,73.6,64.5,1253.9,32.0
Uttarakhand,2011,1564.7,96.1,133.1,1328.5,6.9
Uttarakhand,2012,1223.9,50.8,76.4,1073.1,23.6
Uttarakhand,2013,1735.4,261.3,65.0,1373.0,36.2
Uttarakhand,2014,1287.4,145.8,158.8,897.7,85.1
Uttarakhand,2015,1247.6,117.0,222.6,881.5,26.4
Uttarakhand,2016,1308.6,34.6,155.0,1102.7,16.2
Uttarakhand,2017,1476.0,50.1,205.6,1199.0,21.3
Haryana Delhi & Chandigarh,2007,446.6,76.5,54.6,313.7,1.7
Haryana Delhi & Chandigarh,2008,710.4,2.8,86.9,606.6,14.1
Haryana Delhi & Chandigarh,2009,395.4,10.0,35.2,346.3,4.0
Haryana Delhi & Chandigarh,2010,640.5,15.0,7.2,600.8,17.5
Haryana Delhi & Chandigarh,2011,512.0,27.5,44.4,439.8,0.4
Haryana Delhi & Chandigarh,2012,391.4,8.4,15.8,360.7,6.5
Haryana Delhi & Chandigarh,2013,461.2,73.2,10.0,363.3,14.7
Haryana Delhi & Chandigarh,2014,305.5,30.3,54.6,200.2,20.3
Haryana Delhi & Chandigarh,2015,435.3,18.9,114.9,295.2,6.2
Haryana Delhi & Chandigarh,2016,398.7,1.2,48.1,343.3,6.2
Haryana Delhi & Chandigarh,2017,421.6,34.5,21.8,359.4,6.0
Punjab,2007,594.8,70.0,64.1,448.6,12.1
Punjab,2008,717.1,16.1,60.3,629.3,11.4
Punjab,2009,361.2,23.9,30.1,300.1,7.1
Punjab,2010,451.5,17.6,8.6,395.1,30.2
Punjab,2011,705.2,39.2,44.9,617.5,3.6
Punjab,2012,493.6,65.8,34.7,379.6,13.6
Punjab,2013,586.6,59.4,18.6,479.7,28.9
Punjab,2014,382.7,41.9,75.5,244.6,20.7
Punjab,2015,510.8,49.0,115.0,336.3,10.5
Punjab,2016,444.0,12.5,60.2,367.9,3.4
Punjab,2017,497.5,45.5,39.1,390.1,22.9
Himachal Pradesh,2007,1034.5,122.3,225.9,631.0,55.4
Himachal Pradesh,2008,1114.2,193.1,93.6,749.4,78.0
Himachal Pradesh,2009,956.5,100.7,188.2,550.3,117.2
Himachal Pradesh,2010,1259.4,122.1,186.8,851.2,99.4
Himachal Pradesh,2011,1108.3,141.3,157.3,796.6,13.2
Himachal Pradesh,2012,951.6,143.5,93.7,686.3,28.1
Himachal Pradesh,2013,1211.9,262.5,138.1,748.2,63.2
Himachal Pradesh,2014,1008.7,194.5,254.6,486.6,73.0
Himachal Pradesh,2015,1210.5,223.9,322.3,607.2,57.2
Himachal Pradesh,2016,921.5,57.2,232.1,624.8,7.5
Himachal Pradesh,2017,1182.2,204.0,207.3,715.7,55.2
Jammu & Kashmir,2007,1023.5,129.0,339.8,506.1,48.6
Jammu & Kashmir,2008,1224.5,284.2,170.8,612.0,157.4
Jammu & Kashmir,2009,,238.2,241.5,,
Jammu & Kashmir,2010,997.9,173.2,227.1,522.9,74.7
Jammu & Kashmir,2011,887.6,254.9,219.2,357.3,56.1
Jammu & Kashmir,2012,1034.7,246.7,180.7,523.0,84.3
Jammu & Kashmir,2013,859.3,188.6,136.7,465.8,68.1
Jammu & Kashmir,2014,1093.4,139.8,281.9,623.2,48.5
Jammu & Kashmir,2015,1572.8,215.1,579.3,614.0,164.5
Jammu & Kashmir,2016,902.8,78.8,331.8,482.7,9.4
Jammu & Kashmir,2017,1278.9,361.8,280.1,543.9,93.1
West Rajasthan,2007,310.8,35.0,28.1,246.7,1.0
West Rajasthan,2008,324.1,1.8,43.6,269.5,9.1
West Rajasthan,2009,160.4,5.7,14.5,139.8,0.5
West Rajasthan,2010,473.2,3.6,4.1,439.2,26.2
West Rajasthan,2011,418.7,11.8,10.7,396.1,0.1
West Rajasthan,2012,327.3,0.5,19.9,304.3,2.5
West Rajasthan,2013,389.4,30.4,8.9,339.0,11.1
West Rajasthan,2014,302.4,3.0,36.0,262.6,0.7
West Rajasthan,2015,458.4,2.3,71.0,384.0,1.2
West Rajasthan,2016,347.0,1.7,11.1,316.1,18.1
West Rajasthan,2017,408.3,6.3,33.6,365.9,2.4
East Rajasthan,2007,575.7,17.5,17.6,540.1,0.5
East Rajasthan,2008,644.6,0.1,31.6,607.3,5.5
East Rajasthan,2009,414.1,0.7,8.4,386.7,18.4
East Rajasthan,2010,689.4,4.3,1.6,628.3,55.2
East Rajasthan,2011,802.1,11.2,5.9,784.9,0.0
East Rajasthan,2012,693.6,1.9,13.1,678.0,0.6
East Rajasthan,2013,836.1,23.1,4.6,776.1,32.2
East Rajasthan,2014,683.3,38.4,22.1,618.4,4.4
East Rajasthan,2015,650.7,12.1,75.3,557.0,6.3
East Rajasthan,2016,860.6,1.0,13.3,813.7,32.6
East Rajasthan,2017,600.3,8.4,21.3,566.9,3.8
West Madhya Pradesh,2007,806.5,13.3,17.8,764.3,11.1
West Madhya Pradesh,2008,791.1,0.4,8.8,761.5,20.5
West Madhya Pradesh,2009,877.0,5.5,7.9,689.4,174.1
West Madhya Pradesh,2010,776.3,7.6,1.4,748.3,19.0
West Madhya Pradesh,2011,1063.9,1.7,5.5,1056.5,0.2
West Madhya Pradesh,2012,1035.2,6.2,4.0,1023.0,2.1
West Madhya Pradesh,2013,1396.3,32.8,11.7,1280.4,71.4
West Madhya Pradesh,2014,864.9,60.0,7.5,771.6,25.8
West Madhya Pradesh,2015,1042.3,46.6,68.9,914.5,12.4
West Madhya Pradesh,2016,1098.0,5.3,12.4,1039.6,40.6
West Madhya Pradesh,2017,769.0,6.5,8.5,738.0,16.0
East Madhya Pradesh,2007,653.8,33.3,17.7,575.3,27.5
East Madhya Pradesh,2008,1003.2,5.5,16.7,962.2,18.9
East Madhya Pradesh,2009,943.9,15.7,8.2,752.8,167.1
East Madhya Pradesh,2010,960.4,13.2,2.4,907.0,37.8
East Madhya Pradesh,2011,1275.2,2.5,12.1,1259.4,1.1
East Madhya Pradesh,2012,1053.1,40.0,2.9,990.9,19.2
East Madhya Pradesh,2013,1521.9,45.4,23.9,1326.9,125.7
East Madhya Pradesh,2014,924.9,81.8,25.3,746.6,71.2
East Madhya Pradesh,2015,939.2,48.3,105.5,745.1,40.3
East Madhya Pradesh,2016,1340.0,22.3,35.6,1253.1,29.0
East Madhya Pradesh,2017,840.1,11.3,13.4,795.8,19.5
Gujarat Region,2007,1178.9,0.5,0.3,1176.7,1.4
Gujarat Region,2008,911.1,0.0,3.3,893.9,14.0
Gujarat Region,2009,641.6,0.0,0.3,605.7,35.5
Gujarat Region,2010,1088.7,0.2,0.0,1035.0,53.4
Gujarat Region,2011,890.5,0.2,0.0,889.8,0.4
Gujarat Region,2012,714.0,0.1,0.0,706.7,7.1
Gujarat Region,2013,1118.6,0.9,4.7,1059.6,53.3
Gujarat Region,2014,705.7,5.8,2.5,692.8,4.6
Gujarat Region,2015,622.9,1.8,12.5,606.1,2.6
Gujarat Region,2016,764.9,0.0,1.0,696.9,66.9
Gujarat Region,2017,1024.4,0.0,0.2,997.7,26.6
Saurashtra & Kutch,2007,890.7,1.9,0.3,885.7,2.8
Saurashtra & Kutch,2008,607.9,0.2,0.6,593.0,14.1
Saurashtra & Kutch,2009,596.9,0.0,0.1,592.0,4.9
Saurashtra & Kutch,2010,1119.9,0.1,0.1,1043.7,75.9
Saurashtra & Kutch,2011,742.5,1.4,0.0,739.8,1.3
Saurashtra & Kutch,2012,323.8,0.0,0.2,320.1,3.4
Saurashtra & Kutch,2013,681.8,1.9,8.7,642.5,28.6
Saurashtra & Kutch,2014,383.9,0.3,2.7,373.0,7.8
Saurashtra & Kutch,2015,441.7,0.9,7.4,429.8,3.6
Saurashtra & Kutch,2016,482.9,0.0,1.3,416.9,64.7
Saurashtra & Kutch,2017,652.1,0.1,0.1,645.8,6.1
Konkan & Goa,2007,3468.5,0.0,36.9,3369.9,61.7
Konkan & Goa,2008,3053.1,0.1,43.0,2949.3,60.6
Konkan & Goa,2009,2716.6,0.0,5.9,2282.2,428.5
Konkan & Goa,2010,3778.1,2.7,9.7,3467.4,298.3
Konkan & Goa,2011,3825.2,0.0,4.5,3697.3,123.5
Konkan & Goa,2012,3018.4,0.0,1.7,2839.3,177.4
Konkan & Goa,2013,3524.0,7.3,18.7,3345.2,152.8
Konkan & Goa,2014,2757.5,6.6,23.8,2608.8,118.4
Konkan & Goa,2015,2082.0,2.7,51.7,1908.7,118.8
Konkan & Goa,2016,3663.9,0.1,4.4,3551.0,108.5
Konkan & Goa,2017,3443.4,0.0,47.0,3213.8,182.6
Madhya Maharashtra,2007,1040.4,1.7,7.6,1023.7,7.3
Madhya Maharashtra,2008,916.9,0.0,19.9,835.9,61.1
Madhya Maharashtra,2009,941.7,1.7,8.9,709.4,221.8
Madhya Maharashtra,2010,1027.5,3.0,8.6,865.3,150.6
Madhya Maharashtra,2011,852.6,0.3,8.2,781.3,62.8
Madhya Maharashtra,2012,689.8,0.0,4.4,588.1,97.3
Madhya Maharashtra,2013,962.4,5.3,12.4,881.5,63.1
Madhya Maharashtra,2014,838.0,9.3,61.7,682.6,84.4
Madhya Maharashtra,2015,644.5,2.2,75.3,502.5,64.5
Madhya Maharashtra,2016,906.3,0.7,16.2,824.9,64.4
Madhya Maharashtra,2017,994.4,0.0,19.2,852.3,122.9
Matathwada,2007,714.6,0.0,10.8,695.3,8.5
Matathwada,2008,646.3,0.1,20.2,591.7,34.2
Matathwada,2009,668.9,0.0,8.4,529.8,130.7
Matathwada,2010,1011.6,10.0,9.2,897.8,94.5
Matathwada,2011,663.5,3.8,7.3,627.7,24.8
Matathwada,2012,526.7,0.0,2.9,454.7,69.1
Matathwada,2013,888.0,10.9,16.9,745.3,114.8
Matathwada,2014,548.9,14.8,97.9,398.8,37.4
Matathwada,2015,532.2,11.7,83.8,412.4,24.3
Matathwada,2016,949.0,3.1,20.1,824.8,100.9
Matathwada,2017,755.6,0.0,8.1,642.1,105.4
Vidarbha,2007,1167.0,1.4,5.8,1130.0,29.8
Vidarbha,2008,866.6,2.1,24.9,814.2,25.4
Vidarbha,2009,770.8,0.1,9.2,654.6,106.9
Vidarbha,2010,1338.1,15.9,9.6,1221.2,91.3
Vidarbha,2011,893.2,1.2,8.4,878.8,4.7
Vidarbha,2012,1107.7,3.2,0.8,1061.5,42.2
Vidarbha,2013,1520.0,19.6,7.0,1360.0,133.5
Vidarbha,2014,919.1,19.5,56.3,817.5,25.8
Vidarbha,2015,993.8,31.1,107.2,848.2,7.3
Vidarbha,2016,1163.8,5.9,37.5,1045.4,75.0
Vidarbha,2017,803.0,0.2,13.4,731.5,57.9
Chhattisgarh,2007,1281.2,15.7,28.0,1167.2,70.3
Chhattisgarh,2008,1108.5,16.4,42.9,1037.4,11.8
Chhattisgarh,2009,956.6,1.2,15.4,852.0,88.0
Chhattisgarh,2010,1306.6,12.8,19.4,1172.2,102.1
Chhattisgarh,2011,1302.7,11.8,54.4,1218.2,18.3
Chhattisgarh,2012,1377.4,41.5,25.4,1265.4,45.1
Chhattisgarh,2013,1420.0,22.5,56.4,1159.9,181.2
Chhattisgarh,2014,1278.7,31.3,63.7,1102.1,81.6
Chhattisgarh,2015,1117.6,17.0,71.2,1009.7,19.7
Chhattisgarh,2016,1315.8,9.8,48.5,1177.8,79.8
Chhattisgarh,2017,1124.4,1.6,19.8,1041.2,61.8
Coastal Andhra Pradesh,2007,1099.2,5.1,21.6,892.5,180.0
Coastal Andhra Pradesh,2008,1107.5,64.8,147.1,771.4,124.2
Coastal Andhra Pradesh,2009,790.5,0.0,65.1,528.8,196.5
Coastal Andhra Pradesh,2010,1712.4,24.1,181.2,954.0,553.1
Coastal Andhra Pradesh,2011,861.9,17.9,131.2,628.4,84.4
Coastal Andhra Pradesh,2012,1318.4,37.6,66.1,785.0,429.7
Coastal Andhra Pradesh,2013,1120.5,31.7,76.4,545.0,467.4
Coastal Andhra Pradesh,2014,874.9,1.5,128.0,519.7,225.7
Coastal Andhra Pradesh,2015,1010.9,2.5,71.9,793.6,142.8
Coastal Andhra Pradesh,2016,908.9,2.5,127.4,669.4,109.7
Coastal Andhra Pradesh,2017,892.7,1.0,52.0,668.8,170.9
Telangana,2007,843.3,0.0,9.4,780.2,53.8
Telangana,2008,1035.3,18.8,129.3,854.8,32.5
Telangana,2009,666.3,0.0,19.8,546.2,100.3
Telangana,2010,1276.4,15.5,32.0,1080.4,148.5
Telangana,2011,753.1,11.9,37.4,685.6,18.1
Telangana,2012,1008.6,6.7,22.6,857.0,122.3
Telangana,2013,1348.7,31.4,33.0,1059.2,225.0
Telangana,2014,746.4,3.1,141.9,560.2,41.0
Telangana,2015,857.3,17.5,132.0,690.1,17.6
Telangana,2016,1043.4,1.4,70.9,899.8,71.3
Telangana,2017,815.7,0.0,34.3,664.9,116.4
Rayalseema,2007,980.6,0.5,21.2,665.0,294.0
Rayalseema,2008,798.0,25.1,109.1,339.8,323.9
Rayalseema,2009,688.2,0.5,61.1,386.4,240.3
Rayalseema,2010,963.5,5.5,79.0,573.8,305.2
Rayalseema,2011,738.0,12.8,67.6,408.2,249.4
Rayalseema,2012,715.0,2.7,74.0,376.2,262.1
Rayalseema,2013,762.6,31.9,77.3,443.0,210.5
Rayalseema,2014,551.8,0.9,64.2,331.5,155.2
Rayalseema,2015,1047.1,1.9,126.4,376.0,542.8
Rayalseema,2016,555.4,7.9,81.7,391.9,73.9
Rayalseema,2017,834.5,3.9,61.5,507.2,261.8
Tamil Nadu,2007,1067.2,14.7,104.7,399.7,548.0
Tamil Nadu,2008,1203.4,40.8,250.0,321.5,591.2
Tamil Nadu,2009,928.5,7.9,157.2,280.4,482.9
Tamil Nadu,2010,1095.2,11.9,116.7,365.4,601.2
Tamil Nadu,2011,926.5,15.5,132.8,306.4,471.8
Tamil Nadu,2012,636.1,3.1,79.9,259.5,293.6
Tamil Nadu,2013,741.9,34.8,92.2,321.5,293.4
Tamil Nadu,2014,913.0,13.4,155.5,315.1,428.9
Tamil Nadu,2015,1204.6,10.6,242.8,285.9,665.3
Tamil Nadu,2016,535.0,3.3,111.9,253.9,166.0
Tamil Nadu,2017,973.0,38.4,126.1,414.6,393.9
Coastal Karnataka,2007,3860.2,0.0,101.9,3567.2,191.1
Coastal Karnataka,2008,3206.4,14.8,259.0,2808.1,124.4
Coastal Karnataka,2009,3862.0,0.4,160.4,3246.0,455.2
Coastal Karnataka,2010,3686.8,14.8,145.9,2988.9,537.2
Coastal Karnataka,2011,3908.6,8.6,124.1,3505.4,270.5
Coastal Karnataka,2012,,,104.9,2815.1,186.7
Coastal Karnataka,2013,4229.4,21.9,147.9,3727.6,332.0
Coastal Karnataka,2014,3684.4,0.3,224.3,3162.6,297.2
Coastal Karnataka,2015,3106.0,2.4,254.8,2501.8,347.1
Coastal Karnataka,2016,2619.7,0.5,98.3,2423.5,97.5
Coastal Karnataka,2017,2947.6,1.1,141.0,2593.2,212.3
North Interior Karnataka,2007,836.9,18.5,73.7,681.5,63.2
North Interior Karnataka,2008,712.4,9.6,161.3,452.3,89.2
North Interior Karnataka,2009,913.5,0.3,90.4,597.9,224.9
North Interior Karnataka,2010,853.2,12.1,55.6,630.4,155.2
North Interior Karnataka,2011,655.2,7.7,95.2,473.1,79.2
North Interior Karnataka,2012,583.8,34.7,55.3,359.3,134.5
North Interior Karnataka,2013,723.2,7.3,75.7,534.9,105.2
North Interior Karnataka,2014,756.8,6.1,148.7,482.5,119.5
North Interior Karnataka,2015,551.9,2.4,123.6,357.2,68.6
North Interior Karnataka,2016,625.0,0.7,67.2,524.3,32.8
North Interior Karnataka,2017,739.6,0.0,65.5,520.5,153.7
South Interior Karnataka,2007,1231.0,0.4,117.5,927.9,185.3
South Interior Karnataka,2008,1140.6,21.5,200.1,764.4,154.6
South Interior Karnataka,2009,1158.4,0.2,153.9,827.5,176.8
South Interior Karnataka,2010,1239.7,9.5,171.6,743.1,315.5
South Interior Karnataka,2011,1087.4,14.5,176.1,690.2,206.5
South Interior Karnataka,2012,877.8,10.1,152.6,563.5,151.6
South Interior Karnataka,2013,1110.7,10.6,142.0,827.1,131.0
South Interior Karnataka,2014,1184.2,2.8,195.0,794.5,191.8
South Interior Karnataka,2015,1112.5,1.9,230.2,631.8,248.6
South Interior Karnataka,2016,687.3,4.0,103.9,517.4,61.9
South Interior Karnataka,2017,1061.7,5.0,191.8,665.2,199.8
Kerala,2007,3489.6,6.1,338.4,2688.5,456.5
Kerala,2008,2524.5,31.1,406.7,1670.9,415.7
Kerala,2009,2810.6,4.8,323.1,1958.9,523.8
Kerala,2010,3131.8,19.6,360.9,1928.0,823.3
Kerala,2011,3035.1,66.2,313.5,2209.1,446.3
Kerala,2012,2151.1,18.3,287.4,1535.6,309.8
Kerala,2013,3255.4,43.9,218.5,2561.2,431.8
Kerala,2014,3046.4,14.9,364.5,2164.8,502.1
Kerala,2015,2600.6,8.9,465.9,1514.7,611.1
Kerala,2016,1870.9,19.3,314.2,1352.3,185.0
Kerala,2017,2664.9,13.0,353.9,1856.5,441.5
Lakshadweep,2007,2361.6,6.7,188.6,1753.0,413.3
Lakshadweep,2008,1726.8,25.3,316.9,934.0,450.6
Lakshadweep,2009,1570.1,6.2,180.3,997.7,385.9
Lakshadweep,2010,1725.2,18.8,115.8,1152.2,438.4
Lakshadweep,2011,1533.7,7.9,196.2,1013.0,316.6
Lakshadweep,2012,1405.5,19.3,99.6,1119.5,167.1
Lakshadweep,2013,1426.3,60.6,131.1,1057.0,177.6
Lakshadweep,2014,1395.0,69.3,76.7,958.5,290.5
Lakshadweep,2015,1642.9,2.7,223.9,860.9,555.4
Lakshadweep,2016,1065.7,71.7,83.2,745.4,165.4